都府県振興局,観測所番号,種類,観測所名,ｶﾀｶﾅ名,気象情報等に表記する名称,所在地,緯度(度),緯度(分),経度(度),経度(分),海面上の高さ(ｍ),風速計の高さ(ｍ),温度計の高さ(ｍ),観測開始年月日,備考1,備考2,latitude,longitude,観測所種別,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,rain_jan,rain_feb,rain_mar,rain_apr,rain_may,rain_jun,rain_jul,rain_aug,rain_sep,rain_oct,rain_nov,rain_dec
福島,36641,四,田島,ﾀｼﾞﾏ,南会津町田島,南会津郡南会津町田島字東下原,37,12.4,139,47.7,544,10,3,#昭51.11.18,36935,湿度を除く,37.20666666666666,139.795,2,-2.4,-2.0,1.3,7.6,13.6,17.7,21.5,22.3,18.1,11.7,5.4,0.2,94.4,63.6,67.0,64.0,80.8,116.2,206.8,174.3,165.9,128.1,62.6,94.5
福島,36667,官,白河,ｼﾗｶﾜ,白河,白河市郭内　白河特別地域気象観測所,37,7.9,140,12.9,355,45.3,－,平6.1.28,36937,－,37.13166666666667,140.215,1,0.6,1.2,4.5,10.2,15.5,19.1,22.8,23.7,19.8,14.0,8.1,3.1,44.1,34.8,78.9,101.7,122.6,149.8,233.2,206.0,211.4,166.3,66.3,41.7
福島,36676,四,石川,ｲｼｶﾜ,石川,石川郡石川町双里字本宮,37,8.8,140,27.6,290,10,1.5,#昭51.11.26,－,湿度を除く,37.14666666666667,140.46,2,0.3,1.0,4.5,10.2,15.6,19.4,23.2,24.1,20.0,13.9,7.9,2.8,46.8,37.8,78.8,94.5,101.1,126.2,187.5,165.6,185.3,150.3,65.4,42.3
福島,36716,四,桧枝岐,ﾋﾉｴﾏﾀ,桧枝岐,南会津郡檜枝岐村字上河原,37,0.6,139,22.5,973,9.9,4.5,昭53.10.31,36940,－,37.01,139.375,2,-3.8,-3.5,-0.2,5.3,11.7,15.8,19.6,20.3,16.2,10.1,4.2,-1.0,131.3,114.9,91.6,80.2,89.5,121.8,207.4,166.9,160.1,155.1,103.8,145.5
福島,36821,四,東白川,ﾋｶﾞｼｼﾗｶﾜ,塙町東白川,東白川郡塙町大字上石井字新田,36,56.3,140,24.5,183,6.4,1.5,#昭51.11.25,－,－,36.93833333333333,140.40833333333333,2,0.2,1.1,4.6,10.3,15.7,19.5,23.2,24.1,20.2,14.1,7.8,2.5,37.7,34.9,86.3,108.0,123.5,145.5,215.4,179.5,199.7,159.2,72.5,43.0
福島,36836,四,山田,ﾔﾏﾀﾞ,いわき市山田,いわき市山田町大谷,36,56.0,140,44.0,25,10,1.5,平21.3.6,－,湿度を除く,36.93333333333333,140.73333333333332,2,2.9,3.6,6.8,11.1,16.5,19.6,23.5,24.8,21.4,16.2,10.6,5.4,45.3,56.5,113.5,163.4,148.4,194.4,161.5,163.9,193.6,213.2,74.2,71.0
福島,36846,官,小名浜,ｵﾅﾊﾏ,小名浜,いわき市小名浜字船引場　小名浜特別地域気象観測所,36,56.8,140,54.2,3,－,－,#昭50.3.17,－,気温、雨、日照,36.946666666666665,140.90333333333334,1,4.1,4.3,7.1,11.6,15.8,19.1,22.5,24.5,22.0,16.9,11.5,6.6,57.3,54.0,108.4,125.2,146.1,149.5,160.7,122.6,192.3,193.1,80.3,51.3
茨城,40046,四,北茨城,ｷﾀｲﾊﾞﾗｷ,北茨城,北茨城市関南町関本下,36,50.0,140,46.3,5,9.9,1.5,#昭53.1.18,－,－,36.833333333333336,140.77166666666668,2,3.6,3.8,6.5,11.0,15.3,18.6,22.1,23.8,21.1,16.2,11.0,6.0,50.0,45.9,99.9,128.5,156.1,158.0,170.4,138.1,183.2,189.5,78.7,48.8
茨城,40061,四,大子,ﾀﾞｲｺﾞ,大子,久慈郡大子町大子,36,46.7,140,20.7,120,9.9,1.5,#昭53.1.13,－,－,36.778333333333336,140.345,2,0.6,1.8,5.4,10.9,16.2,20.1,23.9,24.9,21.0,14.8,8.3,2.8,38.9,42.7,92.1,115.8,134.0,148.0,203.6,187.7,197.8,163.3,75.6,43.3
茨城,40091,四,常陸大宮,ﾋﾀﾁｵｵﾐﾔ,常陸大宮市上小瀬,常陸大宮市上小瀬,36,36.4,140,19.5,95,6.5,1.5,昭53.12.20,－,湿度を除く,36.60666666666667,140.325,2,1.6,2.6,6.0,11.2,16.1,19.7,23.5,24.7,21.1,15.3,9.3,3.9,40.3,44.4,89.0,112.6,136.4,147.9,184.2,149.5,187.0,159.9,72.6,42.1
茨城,40136,四,日立,ﾋﾀﾁ,日立,日立市会瀬町,36,34.8,140,38.7,34,10,1.5,(昭50.5.20)昭53.1.18,－,湿度を除く,36.58,140.645,2,4.6,4.8,7.5,12.1,16.3,19.6,23.4,25.0,22.0,17.1,12.1,7.2,56.4,52.4,107.4,131.4,164.2,159.8,162.6,125.4,179.1,188.5,78.8,49.8
茨城,40191,四,笠間,ｶｻﾏ,笠間,笠間市箱田,36,23.7,140,14.4,72,10,1.5,#昭53.1.31,－,湿度を除く,36.395,140.24,2,2.4,3.3,6.9,12.1,17.0,20.5,24.4,25.6,22.0,16.2,10.1,4.7,50.2,49.5,97.6,122.0,138.3,143.3,161.4,128.8,190.0,180.7,76.0,45.3
茨城,40201,官,水戸,ﾐﾄ,水戸,水戸市金町　水戸地方気象台,36,22.8,140,28.0,29,14.1,－,#昭50.3.3,40900,－,36.38,140.46666666666667,1,3.3,4.1,7.4,12.3,17.0,20.3,24.2,25.6,22.1,16.6,10.8,5.6,54.5,53.8,102.8,116.7,144.5,135.7,141.8,116.9,186.3,185.4,79.7,49.6
茨城,40221,四,古河,ｺｶﾞ,古河,古河市北町,36,12.1,139,43.0,20,10,1.5,#昭53.1.11,－,湿度を除く,36.20166666666667,139.71666666666667,2,3.6,4.6,8.2,13.5,18.4,21.8,25.6,26.8,23.0,17.2,11.0,5.8,35.2,35.1,75.9,91.3,120.8,132.0,147.3,135.8,181.4,166.1,61.6,37.7
茨城,40231,四,下館,ｼﾓﾀﾞﾃ,筑西市下館,筑西市西石田,36,16.9,139,59.3,24,6.4,1.5,平13.12.10,－,－,36.281666666666666,139.98833333333334,2,2.6,4.0,7.6,12.6,17.9,21.3,24.8,26.1,22.4,16.6,10.5,4.9,40.2,38.4,75.2,105.7,117.3,113.8,144.0,122.3,150.4,183.9,69.1,48.0
茨城,40281,四,下妻,ｼﾓﾂﾏ,下妻,下妻市二本紀,36,10.1,139,56.7,20,10,1.5,#昭53.1.11,－,湿度を除く,36.16833333333334,139.945,2,3.0,4.1,7.6,12.9,17.8,21.1,24.7,25.8,22.4,16.7,10.5,5.2,39.1,39.5,80.2,101.2,122.9,121.2,144.2,123.9,171.9,176.0,70.5,41.2
茨城,40311,四,鉾田,ﾎｺﾀ,鉾田,鉾田市安房,36,10.1,140,31.6,32,9.9,1.5,昭53.1.31,－,－,36.16833333333334,140.52666666666667,2,2.8,3.7,7.1,12.0,16.6,19.9,23.8,25.3,21.9,16.4,10.6,5.1,66.5,62.9,115.0,122.5,136.5,141.9,139.3,101.8,195.0,230.7,98.2,58.3
茨城,40336,官,つくば,ﾂｸﾊﾞ,つくば,つくば市長峰　高層気象台,36,3.4,140,7.5,25,10.6,－,平2.3.9,40905,－,36.056666666666665,140.125,1,3.1,4.2,7.7,12.8,17.4,20.8,24.6,25.9,22.3,16.6,10.5,5.3,50.6,47.1,95.5,109.8,129.8,131.8,134.6,118.2,187.6,193.5,79.1,48.5
茨城,40341,四,土浦,ﾂﾁｳﾗ,土浦,土浦市木田余東台,36,6.2,140,13.2,26,10,1.5,#昭53.1.12,－,湿度を除く,36.10333333333333,140.22,2,4.0,4.8,8.2,13.2,17.8,21.0,24.9,26.2,22.8,17.3,11.5,6.3,48.8,45.8,90.5,105.1,121.3,123.5,123.6,99.1,171.9,177.7,74.8,47.4
茨城,40406,四,鹿嶋,ｶｼﾏ,鹿嶋,鹿嶋市城山,35,57.8,140,37.3,37,9.9,1.5,#昭53.1.17,－,－,35.96333333333333,140.62166666666667,2,4.7,5.4,8.5,13.1,17.3,20.3,24.1,25.6,22.7,17.9,12.5,7.2,88.2,72.1,129.8,123.3,132.7,145.4,134.8,102.3,210.9,273.7,105.8,66.6
茨城,40426,四,龍ケ崎,ﾘｭｳｶﾞｻｷ,龍ケ崎,龍ケ崎市大徳町,35,53.4,140,12.7,4,9.4,1.5,(昭50.5.20)昭53.12.19,－,湿度を除く,35.89,140.21166666666667,2,3.3,4.3,7.8,13.0,17.8,21.0,24.6,25.8,22.5,16.9,10.9,5.5,55.4,52.9,103.3,109.0,122.6,135.1,128.1,99.4,182.8,212.8,87.5,53.4
栃木,41011,四,那須高原,ﾅｽｺｳｹﾞﾝ,那須高原,那須郡那須町大島,37,7.4,140,2.1,749,6.6,1.5,#昭52.11.9,41900,－,37.123333333333335,140.035,2,-1.7,-1.3,2.0,7.8,13.0,16.4,20.2,21.0,17.3,11.8,6.4,1.1,52.6,42.8,101.6,139.6,180.8,220.5,305.7,303.9,305.3,212.6,89.2,60.1
栃木,41076,四,五十里,ｲｶﾘ,日光市五十里,日光市五十里堀割,36,55.3,139,41.7,620,10,1.5,(昭50.5.20)昭52.11.10,－,－,36.92166666666667,139.695,2,-1.7,-1.0,2.6,8.4,13.6,17.3,21.1,21.9,17.9,12.0,6.2,1.1,62.4,45.4,83.3,108.9,127.0,162.1,225.7,237.7,276.0,167.3,71.9,59.6
栃木,41091,四,黒磯,ｸﾛｲｿ,那須塩原市黒磯,那須塩原市埼玉,36,58.9,140,1.1,343,9.9,1.5,#昭52.12.26,－,－,36.98166666666667,140.01833333333337,2,0.9,1.5,4.9,10.2,15.5,19.1,22.8,23.8,20.1,14.5,8.5,3.3,32.9,32.4,81.0,111.0,143.3,175.1,254.5,234.0,230.3,158.3,73.9,41.3
栃木,41116,四,土呂部,ﾄﾞﾛﾌﾞ,日光市土呂部,日光市土呂部,36,53.5,139,34.1,925,10,1.5,昭52.11.10,41905,湿度を除く,36.891666666666666,139.56833333333333,2,-3.9,-3.3,0.3,6.3,11.7,15.5,19.4,20.2,16.3,10.1,4.3,-1.0,70.7,55.0,80.4,101.1,118.9,160.5,206.1,216.9,299.0,186.7,64.7,67.4
栃木,41141,四,大田原,ｵｵﾀﾜﾗ,大田原,大田原市宇田川,36,50.4,140,2.1,188,9.9,1.5,#昭51.2.20,－,－,36.84,140.035,2,1.7,2.6,5.9,11.3,16.5,20.0,23.5,24.4,20.8,15.1,9.1,4.0,34.9,34.8,84.0,108.3,139.4,172.4,235.8,235.7,209.6,160.5,71.0,39.5
栃木,41166,官,奥日光,ｵｸﾆｯｺｳ,奥日光中禅寺湖畔,日光市中宮祠　日光特別地域気象観測所,36,44.3,139,30.0,1292,11.3,－,#昭50.11.27,41910,－,36.73833333333333,139.5,1,-3.9,-3.5,-0.3,5.1,10.3,14.0,18.2,18.8,15.2,9.6,4.4,-1.0,57.5,48.6,108.5,154.4,177.1,228.8,280.5,332.5,409.0,240.9,97.6,58.4
栃木,41181,四,塩谷,ｼｵﾔ,塩谷,塩谷郡塩谷町大字田所,36,45.4,139,53.0,225,10.5,1.5,昭53.12.21,－,湿度を除く,36.75666666666667,139.88333333333333,2,1.1,2.0,5.5,10.9,16.3,19.8,23.4,24.3,20.6,14.9,8.6,3.3,40.2,38.5,94.0,119.7,146.5,193.9,250.9,245.0,240.3,181.6,79.2,41.0
栃木,41247,四,那須烏山,ﾅｽｶﾗｽﾔﾏ,那須烏山,那須烏山市森田字小塙前,36,38.5,140,7.0,82,10.5,1.5,平21.2.24,－,湿度を除く,36.641666666666666,140.11666666666667,2,0.9,2.5,6.4,11.3,17.2,20.6,24.4,25.4,21.5,15.6,9.1,3.4,32.7,47.3,91.3,138.5,128.0,169.3,180.9,154.7,188.8,171.9,69.5,47.7
栃木,41271,四,鹿沼,ｶﾇﾏ,鹿沼,鹿沼市見野,36,35.5,139,44.1,165,10.5,1.5,#昭53.1.9,－,湿度を除く,36.59166666666667,139.735,2,1.5,2.4,6.0,11.5,16.8,20.4,23.9,24.9,21.3,15.5,9.3,3.8,40.9,37.5,91.8,125.7,153.0,203.6,239.3,240.4,246.1,186.1,75.8,37.2
栃木,41277,官,宇都宮,ｳﾂﾉﾐﾔ,宇都宮,宇都宮市明保野町　宇都宮地方気象台,36,32.9,139,52.1,119,49.4,－,平元.12.20,41915,－,36.54833333333333,139.86833333333334,1,2.8,3.8,7.4,12.8,17.8,21.2,24.8,26.0,22.4,16.7,10.6,5.1,37.5,38.5,87.7,121.5,149.2,175.2,215.4,198.5,217.2,174.4,71.1,38.5
栃木,41331,四,真岡,ﾓｵｶ,真岡,真岡市下籠谷,36,28.6,139,59.2,91,10,1.5,#昭53.1.10,－,湿度を除く,36.47666666666667,139.98666666666668,2,1.6,2.8,6.6,11.9,17.2,20.7,24.4,25.5,21.8,15.9,9.5,3.9,34.7,37.3,80.4,109.8,134.2,147.1,182.9,141.2,184.0,152.1,67.1,39.4
栃木,41361,四,佐野,ｻﾉ,佐野,佐野市田沼町,36,21.8,139,34.2,68,10.8,1.5,(昭50.5.20)昭53.1.9,－,湿度を除く,36.36333333333334,139.57,2,3.2,4.0,7.6,12.9,17.9,21.6,25.2,26.3,22.5,16.7,10.5,5.3,35.1,33.4,69.4,90.5,114.8,145.2,185.0,162.2,176.5,160.6,57.8,31.0
栃木,41376,四,小山,ｵﾔﾏ,小山,小山市出井,36,20.3,139,49.8,44,15.8,1.5,#昭53.1.10,－,湿度を除く,36.33833333333333,139.83,2,2.9,4.0,7.7,13.1,18.0,21.5,25.2,26.3,22.6,16.8,10.5,5.1,36.2,38.8,80.4,102.2,130.6,135.1,170.3,138.4,180.5,161.7,61.9,39.7
群馬,42046,四,藤原,ﾌｼﾞﾜﾗ,みなかみ町藤原,利根郡みなかみ町藤原字屋倉,36,51.8,139,3.5,700,9.9,4,昭52.11.11,42900,－,36.86333333333333,139.05833333333334,2,-2.5,-2.2,0.9,6.3,12.7,17.0,20.8,21.6,17.7,11.6,5.5,0.2,219.4,163.2,124.1,89.6,105.2,130.3,191.3,185.0,176.3,136.4,104.6,189.8
群馬,42091,四,みなかみ,ﾐﾅｶﾐ,みなかみ町湯原,利根郡みなかみ町湯原,36,46.4,138,57.9,524,10,3,(昭50.5.20)昭52.12.23,42905,－,36.77333333333333,138.965,2,-1.2,-0.8,2.3,8.2,14.0,18.0,21.8,22.7,18.8,12.7,6.7,1.4,154.9,125.9,114.0,99.7,114.5,152.0,215.8,210.6,199.9,140.5,90.9,144.9
群馬,42121,四,草津,ｸｻﾂ,草津,吾妻郡草津町草津,36,37.0,138,35.5,1223,7.5,2.5,#昭52.12.23,42910,湿度を除く,36.61666666666667,138.59166666666667,2,-4.1,-3.6,-0.1,6.0,11.4,14.9,18.9,19.6,15.6,9.9,4.4,-1.2,68.5,66.1,90.6,106.2,150.7,218.3,263.5,236.8,254.6,162.5,63.9,60.4
群馬,42146,四,沼田,ﾇﾏﾀ,沼田,沼田市井土上町,36,40.1,139,1.3,390,9.9,1.5,#昭52.12.21,－,－,36.66833333333334,139.02166666666668,2,-0.1,0.7,4.4,10.4,15.9,19.8,23.7,24.6,20.4,14.1,7.8,2.5,42.0,42.8,64.7,65.3,90.4,130.1,178.4,168.1,152.3,113.1,47.4,37.8
群馬,42186,四,中之条,ﾅｶﾉｼﾞｮｳ,中之条,吾妻郡中之条町伊勢町,36,35.2,138,51.0,354,10,1.5,(昭50.5.20)昭52.12.21,－,湿度を除く,36.586666666666666,138.85,2,0.4,1.2,4.8,10.5,15.9,19.8,23.7,24.6,20.4,14.2,7.8,2.7,33.5,31.9,64.9,79.8,106.8,157.0,185.8,196.2,213.6,134.4,51.1,29.0
群馬,42221,四,田代,ﾀｼﾛ,嬬恋村田代,吾妻郡嬬恋村田代,36,27.8,138,27.8,1230,10,2,#昭52.12.22,－,－,36.46333333333333,138.46333333333334,2,-4.5,-4.0,-0.4,5.7,11.2,14.9,19.1,19.6,15.5,9.5,3.8,-1.6,52.4,55.5,96.4,107.9,132.0,180.0,207.5,165.2,220.2,167.8,72.2,46.2
群馬,42251,官,前橋,ﾏｴﾊﾞｼ,前橋,前橋市昭和町　前橋地方気象台,36,24.3,139,3.6,112,－,－,#昭50.2.27,42915,気温、雨,36.405,139.06,1,3.7,4.5,7.9,13.4,18.6,22.1,25.8,26.8,22.9,17.1,11.2,6.1,29.7,26.5,58.3,74.8,99.4,147.8,202.1,195.6,204.3,142.2,43.0,23.8
群馬,42266,四,桐生,ｷﾘｭｳ,桐生,桐生市元宿町,36,24.6,139,19.5,117,10,1.5,#昭51.2.5,－,－,36.41,139.325,2,3.4,4.3,7.8,13.2,18.1,21.5,25.2,26.2,22.5,16.7,10.8,5.7,33.2,28.4,63.9,83.9,110.0,152.8,201.3,180.1,178.6,155.3,53.1,28.5
群馬,42286,四,上里見,ｶﾐｻﾄﾐ,高崎市上里見,高崎市上里見町,36,22.6,138,53.7,183,6.5,1.5,#昭52.12.19,－,湿度を除く,36.376666666666665,138.895,2,2.6,3.5,7.0,12.6,17.6,21.2,24.9,25.8,21.8,16.0,10.0,4.9,29.1,26.8,61.0,78.9,112.2,173.1,221.4,221.6,214.2,147.7,45.4,23.6
群馬,42302,四,伊勢崎,ｲｾｻｷ,伊勢崎,伊勢崎市宮子町,36,19.9,139,9.9,64,12,1.5,平10.7.27,－,湿度を除く,36.33166666666666,139.165,2,4.1,4.9,8.4,13.7,19.1,22.6,26.3,27.4,23.5,17.6,11.6,6.3,28.8,25.3,49.8,73.5,99.3,139.9,190.4,169.9,184.4,149.7,43.0,27.1
群馬,42326,四,西野牧,ﾆｼﾉﾏｷ,下仁田町西野牧,甘楽郡下仁田町西野牧,36,14.7,138,42.4,375,10,1.5,#昭52.12.20,－,湿度を除く,36.245,138.70666666666668,2,1.1,1.9,5.3,10.9,15.9,19.5,23.3,24.2,20.2,14.2,8.2,3.3,27.7,27.9,57.6,75.1,106.1,163.1,203.1,189.0,205.4,156.0,40.5,20.9
群馬,42366,四,館林,ﾀﾃﾊﾞﾔｼ,館林,館林市富士原町,36,14.4,139,30.8,23,10.1,1.5,#昭53.12.22,－,湿度を除く,36.24,139.51333333333332,2,4.0,4.9,8.5,14.0,18.9,22.4,26.1,27.3,23.4,17.6,11.5,6.2,37.2,34.2,70.1,84.6,114.2,142.3,158.6,143.9,167.9,160.6,56.0,33.0
群馬,42396,四,神流,ｶﾝﾅ,神流町神流,多野郡神流町大字黒田字坂井道下,36,6.5,138,53.8,357,8.5,1.5,昭52.11.17,－,湿度を除く,36.108333333333334,138.89666666666668,2,0.6,1.7,5.3,10.8,15.8,19.3,23.0,23.8,19.8,13.9,7.6,2.6,32.1,24.7,58.9,74.2,97.1,143.4,181.5,180.9,224.3,173.5,37.4,22.4
埼玉,43051,四,寄居,ﾖﾘｲ,寄居,大里郡寄居町大字折原,36,6.3,139,11.0,128,10,1.5,(昭50.5.17)昭52.12.19,－,湿度を除く,36.105,139.18333333333334,2,3.1,4.0,7.4,12.8,17.7,21.2,25.0,26.0,22.1,16.3,10.4,5.3,36.1,28.9,61.2,84.9,110.2,160.1,179.4,174.3,210.3,185.7,45.0,28.3
埼玉,43056,官,熊谷,ｸﾏｶﾞﾔ,熊谷,熊谷市桜町　熊谷地方気象台,36,9.0,139,22.8,30,16.7,－,#昭50.3.3,43905,－,36.15,139.38,1,4.3,5.1,8.6,13.9,18.8,22.3,26.0,27.1,23.3,17.6,11.7,6.5,36.5,32.3,69.0,90.7,115.1,149.5,169.8,183.3,198.2,177.1,53.5,30.9
埼玉,43126,四,久喜,ｸｷ,久喜,久喜市六万部,36,5.2,139,38.1,12,10,1.5,#昭52.12.20,－,湿度を除く,36.086666666666666,139.635,2,3.6,4.6,8.1,13.4,18.4,21.8,25.5,26.7,22.9,17.2,11.1,5.8,43.2,38.6,82.0,99.5,124.2,142.7,147.3,146.8,199.2,190.9,65.4,41.6
埼玉,43156,官,秩父,ﾁﾁﾌﾞ,秩父,秩父市上町　秩父特別地域気象観測所,35,59.4,139,4.4,232,17.2,－,#昭50.11.28,43900,－,35.99,139.07333333333332,1,1.8,3.0,6.6,12.2,17.3,20.8,24.6,25.5,21.5,15.5,9.2,4.0,40.3,30.8,69.0,88.0,102.4,145.4,192.0,188.4,236.7,204.1,47.5,30.7
埼玉,43171,四,鳩山,ﾊﾄﾔﾏ,鳩山,比企郡鳩山町大字赤沼,35,59.1,139,20.1,44,6.5,1.5,昭52.12.22,－,湿度を除く,35.985,139.335,2,2.6,3.8,7.5,12.8,17.8,21.4,25.2,26.3,22.3,16.4,10.2,4.8,39.2,35.2,75.0,96.4,111.4,167.8,179.3,187.0,218.5,183.1,56.6,36.1
埼玉,43241,四,さいたま,ｻｲﾀﾏ,さいたま市桜区,さいたま市桜区大字宿,35,52.5,139,35.2,8,9.9,1.5,#昭52.12.22,43910,－,35.875,139.58666666666667,2,3.9,4.9,8.4,13.7,18.6,22.0,25.9,27.0,23.2,17.5,11.4,6.2,42.4,39.6,88.0,101.9,121.4,144.8,148.0,164.0,202.8,196.8,70.9,45.2
埼玉,43256,四,越谷,ｺｼｶﾞﾔ,越谷,越谷市大字北後谷,35,53.0,139,45.4,3,10,1.5,#昭52.12.20,－,－,35.88333333333333,139.75666666666666,2,4.2,5.2,8.7,13.9,18.7,22.0,25.9,27.1,23.3,17.5,11.6,6.5,50.2,47.5,94.5,109.8,124.4,144.0,138.0,134.3,197.0,203.4,78.6,50.3
埼玉,43266,四,所沢,ﾄｺﾛｻﾞﾜ,所沢,所沢市勝楽寺,35,46.4,139,24.8,119,10,1.5,(昭50.6.11)昭52.12.21,－,湿度を除く,35.77333333333333,139.41333333333333,2,3.7,4.5,7.8,13.1,17.8,21.2,25.0,26.2,22.4,16.8,11.1,6.2,50.9,47.0,98.3,110.1,125.8,166.7,172.4,190.4,233.2,212.6,75.0,47.3
東京,44046,四,小河内,ｵｺﾞｳﾁ,奥多摩町小河内,西多摩郡奥多摩町原,35,47.5,139,3.0,530,9.9,1.5,#昭51.12.15,－,－,35.791666666666664,139.05,2,1.5,2.2,5.5,10.8,15.6,18.9,22.6,23.5,19.8,14.3,8.8,3.9,49.5,45.9,88.5,106.3,118.7,163.2,205.6,217.4,270.2,215.4,68.9,43.7
東京,44056,四,青梅,ｵｳﾒ,青梅市新町,青梅市新町,35,47.3,139,18.7,155,10,1.5,(昭50.5.16)昭51.12.14,－,湿度を除く,35.788333333333334,139.31166666666667,2,3.2,4.1,7.6,12.9,17.7,21.0,24.8,25.9,22.1,16.5,10.7,5.6,49.8,45.2,90.1,108.4,124.4,176.0,197.9,212.9,234.2,208.6,71.3,44.6
東京,44071,四,練馬,ﾈﾘﾏ,練馬区石神井台,練馬区石神井台,35,44.3,139,35.5,51,11.3,1.5,平24.12.26,－,湿度を除く,35.73833333333333,139.59166666666667,2,4.8,5.8,10.0,14.4,20.0,22.5,26.3,27.8,23.6,18.1,12.4,7.1,47.8,39.6,109.3,130.9,88.3,201.4,165.8,164.4,229.6,263.9,66.2,46.3
東京,44112,四,八王子,ﾊﾁｵｳｼﾞ,八王子市元本郷町,八王子市元本郷町,35,40.0,139,19.0,123,49.8,1.5,昭58.9.30,－,湿度を除く,35.666666666666664,139.31666666666666,2,3.4,4.5,8.0,13.3,18.1,21.4,25.4,26.4,22.6,16.9,11.1,5.9,54.1,46.1,102.9,114.1,124.7,172.0,188.3,212.5,264.4,230.8,80.1,53.1
東京,44116,四,府中,ﾌﾁｭｳ,府中市幸町,府中市幸町,35,41.0,139,29.0,59,9.3,1.5,昭51.12.14,－,湿度を除く,35.68333333333333,139.48333333333332,2,4.5,5.4,8.8,13.9,18.5,21.8,25.7,26.8,23.1,17.5,11.8,6.8,56.9,52.4,113.8,121.9,133.1,166.6,164.2,173.4,246.7,228.0,83.2,58.7
東京,44132,官,東京,ﾄｳｷｮｳ,千代田区北の丸公園,千代田区北の丸公園　東京管区気象台,35,41.5,139,45.0,25,－,－,平19.11.1,44900,気温、雨,35.69166666666667,139.75,1,5.4,6.1,9.4,14.3,18.8,21.9,25.7,26.9,23.3,18.0,12.5,7.7,59.7,56.5,116.0,133.7,139.7,167.8,156.2,154.7,224.9,234.8,96.3,57.9
東京,44136,四,江戸川臨海,ｴﾄﾞｶﾞﾜﾘﾝｶｲ,江戸川区臨海町,江戸川区臨海町,35,38.3,139,51.8,5,10.2,1.5,#昭51.12.13,－,湿度を除く,35.638333333333335,139.86333333333334,2,6.0,6.5,9.4,14.0,18.4,21.5,25.1,26.7,23.6,18.4,13.3,8.4,50.1,50.9,103.0,111.8,122.5,150.3,129.1,108.0,195.7,205.7,90.5,53.3
東京,44166,官,羽田,ﾊﾈﾀﾞ,大田区羽田,大田区羽田空港　東京航空地方気象台,35,33.2,139,46.8,6,10,－,#平5.10.12,－,日照・湿度・気圧を除く,35.553333333333335,139.78,3,6.3,6.8,9.8,14.5,19.0,22.0,25.8,27.4,24.0,18.9,13.8,8.9,51.0,52.1,111.3,117.6,126.7,150.1,137.4,114.4,204.9,204.5,90.0,55.0
東京,44172,官,大島,ｵｵｼﾏ,大島元町,大島町元町字家の上　大島特別地域気象観測所,34,44.9,139,21.7,74,27.1,－,平3.12.18,－,－,34.748333333333335,139.36166666666668,1,7.5,7.8,10.4,14.4,18.2,21.0,24.6,26.0,23.4,18.9,14.5,10.0,137.3,146.0,238.4,247.4,256.5,328.8,255.9,191.7,341.3,405.2,192.8,117.6
東京,44173,官,大島北ノ山,ｵｵｼﾏｷﾀﾉﾔﾏ,大島北の山,大島町元町字北の山　大島航空気象観測所,34,46.9,139,21.6,38,9,－,平15.1.1,－,日照・湿度・気圧を除く,34.781666666666666,139.36,2,8.0,8.4,11.0,14.8,18.6,21.4,24.9,26.6,23.9,19.4,15.2,10.7,89.6,105.4,160.8,180.3,187.2,244.9,199.1,160.3,231.3,307.8,164.6,95.7
東京,44207,官,新島,ﾆｲｼﾞﾏ,新島川原,新島村川原　新島航空気象観測所,34,22.1,139,16.1,29,10,－,平15.1.1,－,日照・湿度・気圧を除く,34.36833333333333,139.26833333333337,2,8.9,9.5,11.8,15.5,19.1,21.8,25.3,26.8,24.5,20.4,16.3,11.6,101.4,134.3,187.0,173.4,184.0,261.5,205.3,169.1,195.1,313.5,182.8,117.5
東京,44216,官,神津島,ｺｳﾂﾞｼﾏ,神津島空港,神津島村金長　神津島航空気象観測所,34,11.3,139,8.0,138,10,－,平15.1.1,－,日照・湿度・気圧を除く,34.18833333333333,139.13333333333333,2,8.5,9.1,11.4,15.0,18.6,21.2,24.6,26.3,24.1,20.0,16.1,11.2,98.5,128.0,198.8,170.5,183.4,262.8,189.4,197.1,208.1,334.0,174.4,126.3
東京,44226,官,三宅島,ﾐﾔｹｼﾞﾏ,三宅島神着,三宅村神着　三宅島特別地域気象観測所,34,7.4,139,31.2,38,13.2,－,#昭50.12.10,－,－,34.123333333333335,139.52,1,9.9,10.0,12.3,15.8,19.2,21.8,25.3,26.6,24.5,20.8,16.8,12.5,150.9,170.9,275.6,229.3,243.3,349.7,240.2,206.6,330.9,418.9,234.2,171.1
東京,44228,官,三宅坪田,ﾐﾔｹﾂﾎﾞﾀ,三宅島坪田,三宅村坪田　三宅島航空気象観測所,34,4.4,139,33.6,20,6.5,－,平12.9.11,－,日照・湿度・気圧を除く,34.07333333333333,139.56,2,9.9,10.5,12.8,16.4,20.0,22.5,26.2,27.6,25.3,21.4,17.3,12.6,151.0,192.9,232.7,191.8,235.0,302.6,236.3,220.3,253.8,396.1,250.2,176.8
