都府県振興局,観測所名,temp_jan,temp_feb,temp_mar,temp_apr,temp_may,temp_jun,temp_jul,temp_aug,temp_sep,temp_oct,temp_nov,temp_dec,rain_jan,rain_feb,rain_mar,rain_apr,rain_may,rain_jun,rain_jul,rain_aug,rain_sep,rain_oct,rain_nov,rain_dec
広島,加計,2.0,2.8,6.5,12.0,17.0,20.9,24.7,25.6,21.3,15.2,9.3,4.1,106.6,103.7,132.7,133.5,158.3,220.8,302.8,172.0,204.5,104.4,79.3,120.6
広島,三入,3.5,4.4,7.8,13.3,18.2,22.1,26.0,27.0,22.9,16.8,10.8,5.5,61.5,73.6,122.0,138.7,170.0,224.2,294.5,159.7,184.6,105.9,71.4,72.4
広島,世羅,1.4,2.3,5.7,11.4,16.6,20.5,24.4,25.2,21.0,14.6,8.6,3.4,45.5,53.9,94.8,105.6,128.4,181.8,226.3,124.5,155.8,101.7,61.6,55.7
広島,府中,3.6,4.4,7.8,13.3,18.3,22.1,26.1,27.2,23.1,17.0,10.9,5.7,40.6,49.5,88.9,100.7,130.3,185.1,210.4,111.6,140.6,93.7,59.4,47.1
広島,東広島,2.3,3.2,6.6,12.1,17.3,21.2,25.0,25.8,21.8,15.6,9.5,4.4,46.9,60.0,105.0,120.6,147.7,207.4,253.0,131.3,158.2,106.0,67.4,54.3
広島,本郷,2.9,3.9,7.2,12.6,17.6,21.0,24.6,25.9,22.3,16.7,11.0,5.2,33.4,53.9,88.0,115.3,133.4,189.7,240.8,140.6,152.3,105.6,64.4,57.2
広島,福山,4.6,5.2,8.5,13.7,18.7,22.5,26.6,27.9,24.0,18.0,12.0,6.8,38.5,47.0,83.7,91.6,117.7,174.5,198.0,95.2,136.0,91.1,55.1,43.3
広島,廿日市津田,1.5,2.4,5.9,11.4,16.5,20.3,24.2,25.0,21.0,14.8,8.8,3.5,64.5,80.4,144.6,180.0,212.1,270.0,343.0,189.8,210.8,116.7,82.0,69.8
広島,広島,5.4,6.2,9.5,14.8,19.6,23.2,27.2,28.5,24.7,18.8,12.9,7.5,46.2,64.0,118.3,141.0,169.8,226.5,279.8,131.4,162.7,109.2,69.3,54.0
広島,竹原,5.7,5.8,8.6,13.0,17.3,20.8,24.5,26.5,23.7,18.4,12.9,8.0,38.1,48.5,88.6,95.6,121.1,193.2,213.7,98.1,121.8,86.4,59.9,45.3
広島,生口島,5.7,5.8,8.6,13.4,18.1,21.8,25.9,27.5,24.1,18.6,12.9,8.0,39.5,49.7,84.4,88.9,108.3,172.3,177.6,89.5,126.8,95.9,59.2,46.2
広島,大竹,5.3,6.0,9.2,14.4,19.2,22.8,26.8,28.1,24.4,18.7,12.8,7.5,50.7,73.4,130.9,156.8,181.1,257.9,288.4,148.0,168.8,109.4,71.6,57.6
広島,呉,6.1,6.5,9.6,14.4,19.0,22.4,26.5,27.9,24.5,19.2,13.6,8.4,41.5,59.3,106.7,126.0,147.2,217.9,251.4,113.2,143.7,97.2,65.1,48.3
広島,呉市蒲刈,6.6,6.7,9.6,13.7,18.2,21.5,25.2,27.1,24.1,19.3,14.1,8.7,48.5,65.7,109.3,118.8,116.2,230.0,265.8,115.8,161.3,131.2,80.1,68.8
福島,茂庭,0.0,0.5,3.4,9.2,14.7,18.5,22.2,23.2,19.3,13.2,7.3,2.3,92.5,60.5,83.0,88.7,90.6,120.4,182.4,165.1,162.1,124.2,82.3,97.3
福島,梁川,1.3,2.0,5.2,10.9,16.4,20.1,23.7,24.9,20.9,14.8,8.6,3.6,49.9,33.0,64.1,75.1,83.0,109.4,159.2,143.9,158.4,123.4,53.2,41.5
福島,桧原,-4.2,-4.0,-0.7,5.0,11.5,15.7,19.7,20.6,16.4,10.1,4.2,-1.2,145.1,110.3,119.1,113.1,117.9,151.4,259.2,214.7,160.1,136.2,130.7,165.2
福島,福島,1.9,2.5,5.9,11.7,17.2,20.7,24.3,25.5,21.6,15.6,9.5,4.3,56.2,41.1,75.7,81.8,88.5,121.2,177.7,151.3,167.6,138.7,58.4,48.9
福島,相馬,2.2,2.5,5.4,10.5,15.5,19.0,22.7,24.2,20.8,15.4,9.7,4.7,47.4,34.6,77.8,97.4,113.0,146.9,190.8,166.8,225.0,198.8,60.3,34.9
福島,喜多方,-1.0,-0.7,3.0,9.5,15.7,20.1,23.5,24.5,20.1,13.5,6.9,1.7,149.3,108.9,107.2,85.2,84.5,124.3,222.1,168.0,122.4,115.4,113.6,161.2
福島,鷲倉,-6.2,-5.8,-2.5,3.5,9.7,13.6,17.5,18.5,14.4,8.5,2.6,-3.2,111.8,70.2,115.1,145.7,165.8,239.4,318.7,309.1,297.6,246.5,124.7,133.5
福島,飯舘,-1.1,-0.6,2.9,8.6,14.0,17.6,21.4,22.4,18.4,12.4,6.7,1.6,60.5,41.1,77.4,103.1,97.8,131.7,174.2,189.5,204.4,170.5,56.3,48.4
福島,西会津,-0.4,-0.2,2.7,9.0,15.1,19.5,23.2,24.2,19.9,13.4,7.0,2.0,193.1,127.0,121.1,91.9,83.6,122.5,233.5,169.0,132.1,134.5,160.3,217.4
福島,猪苗代,-2.1,-1.7,1.6,7.9,13.9,18.1,21.7,22.7,18.6,12.4,6.2,0.7,72.0,53.5,69.3,74.9,86.5,123.4,206.6,142.9,132.2,119.6,89.3,92.7
福島,二本松,0.8,1.5,4.8,10.6,16.1,19.7,23.4,24.4,20.3,14.3,8.4,3.3,42.5,34.0,74.0,86.8,91.5,125.5,185.5,145.9,166.6,137.6,58.8,40.7
福島,金山,-1.0,-0.8,2.1,7.3,14.3,18.5,22.6,23.6,19.2,12.9,6.5,1.3,224.9,137.1,116.1,98.0,77.2,127.4,294.1,182.7,150.8,142.0,171.6,248.5
福島,若松,-0.3,0.1,3.7,10.1,16.2,20.5,24.0,25.2,20.8,14.1,7.4,2.2,102.4,69.2,77.5,63.1,75.8,108.6,196.4,139.1,124.0,112.6,75.5,108.7
福島,船引,-0.5,0.0,3.3,9.2,14.6,18.4,22.2,23.1,19.1,13.1,7.2,2.1,41.7,33.7,71.5,84.0,90.6,118.4,181.6,149.4,167.4,141.3,60.9,40.1
福島,浪江,2.2,2.7,5.7,10.7,15.5,18.8,22.6,24.0,20.6,15.1,9.7,4.7,59.0,45.6,94.5,119.6,125.8,156.3,193.4,163.4,238.2,225.9,71.1,44.2
福島,只見,-1.2,-1.0,1.6,6.8,13.8,18.5,22.4,23.4,19.2,12.8,6.3,1.3,302.3,216.3,164.7,114.6,100.4,147.0,321.1,196.3,151.8,176.5,227.4,321.7
福島,郡山,0.9,1.4,4.6,10.5,16.2,20.0,23.5,24.5,20.4,14.5,8.6,3.4,40.9,27.6,66.1,75.4,92.2,120.6,191.2,144.4,162.7,126.5,57.8,38.1
福島,川内,-0.5,0.0,3.3,8.8,14.0,17.7,21.7,22.5,18.6,12.6,6.9,2.1,62.3,47.4,95.1,122.4,111.3,141.2,181.2,171.8,234.1,181.0,70.2,48.3
福島,南郷,-2.2,-1.9,1.1,7.1,13.9,18.3,22.0,22.9,18.7,12.2,5.7,0.4,126.8,79.1,76.0,65.7,76.6,117.1,225.1,169.6,139.4,134.7,119.7,161.6
福島,湯本,-2.4,-2.0,1.2,7.2,12.7,16.6,20.5,21.3,17.2,11.2,5.2,0.2,96.0,62.2,99.3,106.1,121.8,162.2,218.4,193.6,224.8,171.5,81.5,94.6
福島,玉川,0.3,0.9,4.3,9.8,15.5,19.2,22.6,23.9,19.9,14.0,8.5,3.0,27.3,28.1,63.4,97.6,92.3,108.8,192.0,153.6,154.7,152.2,60.9,43.8
福島,小野新町,-0.7,-0.1,3.2,8.8,14.3,18.2,22.2,23.1,19.1,12.9,6.8,1.8,43.6,36.4,76.0,91.2,97.7,117.3,175.5,145.8,197.5,137.8,60.8,41.2
福島,広野,3.3,3.5,6.3,10.9,15.3,18.6,22.4,24.0,21.1,16.0,10.8,5.9,58.3,51.4,109.5,133.8,151.5,165.3,191.3,143.5,222.7,227.1,85.7,52.2
福島,田島,-2.4,-2.0,1.3,7.6,13.6,17.7,21.5,22.3,18.1,11.7,5.4,0.2,94.4,63.6,67.0,64.0,80.8,116.2,206.8,174.3,165.9,128.1,62.6,94.5
福島,白河,0.6,1.2,4.5,10.2,15.5,19.1,22.8,23.7,19.8,14.0,8.1,3.1,44.1,34.8,78.9,101.7,122.6,149.8,233.2,206.0,211.4,166.3,66.3,41.7
福島,石川,0.3,1.0,4.5,10.2,15.6,19.4,23.2,24.1,20.0,13.9,7.9,2.8,46.8,37.8,78.8,94.5,101.1,126.2,187.5,165.6,185.3,150.3,65.4,42.3
福島,桧枝岐,-3.8,-3.5,-0.2,5.3,11.7,15.8,19.6,20.3,16.2,10.1,4.2,-1.0,131.3,114.9,91.6,80.2,89.5,121.8,207.4,166.9,160.1,155.1,103.8,145.5
福島,東白川,0.2,1.1,4.6,10.3,15.7,19.5,23.2,24.1,20.2,14.1,7.8,2.5,37.7,34.9,86.3,108.0,123.5,145.5,215.4,179.5,199.7,159.2,72.5,43.0
福島,山田,2.9,3.6,6.8,11.1,16.5,19.6,23.5,24.8,21.4,16.2,10.6,5.4,45.3,56.5,113.5,163.4,148.4,194.4,161.5,163.9,193.6,213.2,74.2,71.0
福島,小名浜,4.1,4.3,7.1,11.6,15.8,19.1,22.5,24.5,22.0,16.9,11.5,6.6,57.3,54.0,108.4,125.2,146.1,149.5,160.7,122.6,192.3,193.1,80.3,51.3
岩手,種市,-0.9,-0.6,2.4,7.6,12.2,15.3,19.5,21.2,18.3,12.6,6.7,1.3,52.5,51.5,65.0,74.4,107.7,130.4,173.4,176.3,182.5,129.7,74.0,59.2
岩手,軽米,-2.6,-2.0,1.6,7.7,13.4,17.0,20.9,22.0,18.0,11.5,5.5,0.0,40.1,38.1,54.5,57.9,80.5,93.3,150.2,162.6,151.0,113.0,60.4,56.3
岩手,二戸,-2.3,-1.6,2.0,8.1,13.9,17.7,21.5,22.5,18.4,11.7,5.7,0.2,39.8,39.4,52.8,55.3,74.9,87.0,159.6,154.0,144.3,104.6,64.3,59.7
岩手,山形,-2.7,-2.2,1.3,7.3,12.9,16.4,20.3,21.3,17.3,10.9,5.2,-0.2,52.5,47.5,66.2,64.5,79.1,92.0,164.5,172.0,160.9,125.0,58.7,62.2
岩手,久慈,-0.5,-0.2,3.0,8.1,12.8,16.1,20.1,21.9,18.8,12.8,6.8,1.7,50.9,49.7,68.9,70.9,89.6,121.4,161.9,177.9,183.7,135.1,54.9,53.9
岩手,荒屋,-3.2,-2.6,0.8,6.9,13.2,17.3,20.9,21.9,17.6,11.0,4.9,-0.7,60.9,53.1,72.0,66.9,76.6,95.9,171.4,175.3,157.8,119.3,93.3,90.8
岩手,奥中山,-4.5,-3.9,-0.3,6.0,12.1,16.1,19.9,20.9,16.7,10.1,3.8,-1.9,51.1,44.6,63.2,66.0,83.7,105.2,182.6,179.0,155.4,117.4,84.2,77.0
岩手,葛巻,-3.8,-3.2,0.5,6.8,12.8,16.7,20.6,21.3,17.0,10.4,4.4,-1.1,41.6,38.5,57.8,62.8,75.1,86.2,147.3,157.1,130.9,104.3,72.1,64.3
岩手,普代,-0.7,-0.4,2.8,8.1,12.8,16.1,20.1,21.7,18.5,12.5,6.7,1.6,66.6,62.4,88.5,86.0,102.3,144.2,167.1,195.5,224.1,170.1,61.3,64.8
岩手,岩手松尾,-3.1,-2.5,1.4,7.6,13.8,18.0,21.6,22.5,18.1,11.4,5.0,-0.4,42.5,41.7,66.7,65.0,75.8,87.4,154.5,158.3,149.1,100.5,75.4,67.1
岩手,好摩,-2.6,-2.0,1.9,8.1,14.2,18.4,22.0,22.9,18.5,11.8,5.5,0.0,36.3,38.9,70.3,77.6,92.7,103.5,180.3,167.5,152.8,107.5,85.4,65.7
岩手,岩泉,-1.0,-0.5,3.0,8.9,14.1,17.5,21.2,22.3,18.4,12.2,6.4,1.3,51.5,40.8,63.7,70.0,82.4,104.6,151.3,165.0,181.0,129.2,52.6,58.1
岩手,小本,-0.2,0.0,3.2,8.3,12.9,16.2,20.1,21.9,18.9,13.2,7.3,2.1,61.7,56.3,87.0,90.9,104.7,144.2,171.4,204.0,227.5,167.3,68.6,61.2
岩手,薮川,-6.6,-5.9,-2.1,4.2,10.4,14.8,18.9,19.7,15.3,8.5,2.3,-3.4,54.5,50.5,83.1,95.2,116.0,115.0,210.7,203.3,160.3,127.2,108.0,84.8
岩手,雫石,-2.7,-2.0,1.5,7.7,13.8,18.2,21.8,22.7,18.3,11.6,5.2,-0.1,66.4,65.6,95.2,102.9,123.0,134.5,233.2,216.7,174.7,131.1,114.7,95.6
岩手,盛岡,-1.6,-0.9,2.6,8.7,14.5,18.8,22.4,23.5,19.3,12.6,6.2,0.8,49.4,48.0,82.1,85.4,106.5,109.4,197.5,185.4,151.7,108.7,85.6,70.2
岩手,区界,-6.1,-5.4,-1.8,4.5,10.7,14.8,19.0,19.8,15.5,8.8,2.8,-3.0,59.3,48.6,98.2,111.1,127.6,130.7,218.7,208.8,177.3,133.5,112.9,89.4
岩手,宮古,0.5,0.8,3.9,8.9,13.5,16.5,20.3,22.1,19.1,13.6,8.1,2.9,63.4,54.7,87.5,91.9,98.1,123.4,157.5,177.9,216.4,166.1,62.8,67.6
岩手,紫波,-2.0,-1.3,2.4,8.5,14.4,18.6,22.2,23.3,19.1,12.6,6.1,0.5,47.7,44.6,79.4,84.8,109.3,119.4,180.5,178.0,154.6,110.3,87.7,71.4
岩手,川井,-1.1,-0.6,2.9,8.7,14.1,17.8,21.5,22.4,18.4,12.2,6.6,1.4,46.0,40.7,74.9,85.1,94.0,104.9,158.8,176.7,168.1,131.3,70.6,61.0
岩手,花巻,-1.8,-0.9,3.0,8.7,15.1,19.5,22.6,24.0,19.7,12.9,6.5,0.8,51.7,49.4,80.8,97.6,98.8,120.0,205.0,156.0,156.8,125.3,84.0,85.0
岩手,大迫,-2.0,-1.3,2.3,8.4,14.3,18.7,22.4,23.4,19.0,12.3,5.9,0.5,46.4,39.8,77.0,84.7,108.6,111.6,176.6,160.0,150.0,111.1,81.2,65.8
岩手,山田,0.5,0.8,3.7,8.7,13.4,16.9,20.8,22.4,19.3,13.7,8.0,2.9,64.8,54.2,102.7,109.5,133.5,150.3,174.0,182.7,221.8,182.3,75.2,69.9
岩手,湯田,-2.6,-2.1,0.8,6.3,12.9,17.4,21.3,22.3,18.1,11.4,4.9,-0.3,206.6,151.1,135.6,114.9,132.2,145.2,223.2,212.5,169.2,178.7,204.3,230.4
岩手,遠野,-2.4,-1.8,1.9,7.8,13.7,17.9,21.8,22.7,18.5,11.8,5.5,0.2,43.3,36.9,72.9,85.6,102.7,110.5,170.1,162.1,151.8,113.0,68.2,58.0
岩手,北上,-0.9,-0.1,3.4,9.4,15.2,19.3,22.9,24.1,20.1,13.6,7.1,1.5,72.7,56.3,87.7,86.4,112.1,128.1,196.7,165.3,156.1,118.2,91.7,91.9
岩手,釜石,1.3,1.6,4.5,9.6,14.4,17.6,21.4,23.2,19.9,14.3,8.8,3.8,63.1,52.0,112.3,128.0,153.3,177.6,180.9,205.1,253.9,197.4,91.6,71.8
岩手,若柳,-1.4,-0.7,3.0,8.9,14.8,18.8,22.3,23.4,19.5,13.1,6.6,1.0,65.1,50.4,83.6,87.6,109.4,136.6,186.3,154.4,166.9,124.6,80.7,80.8
岩手,江刺,-1.2,-0.4,3.3,9.2,15.1,19.3,22.8,23.9,19.8,13.3,6.7,1.3,57.3,43.6,71.4,77.2,98.0,109.7,168.9,155.6,149.7,115.3,72.2,73.4
岩手,住田,-0.6,-0.2,3.1,8.6,14.1,18.0,21.8,23.0,19.3,13.0,6.7,1.6,43.1,37.4,90.6,104.3,125.0,143.0,184.2,171.3,187.2,137.5,81.3,57.1
岩手,大船渡,1.1,1.4,4.4,9.4,14.2,17.9,21.7,23.2,20.0,14.4,8.6,3.5,51.3,41.0,103.8,129.1,153.9,174.4,196.4,182.1,200.2,161.3,88.6,61.3
岩手,一関,-0.1,0.6,4.1,9.8,15.4,19.4,23.0,24.2,20.4,14.0,7.6,2.1,46.5,40.1,76.1,86.6,107.5,121.8,181.1,161.9,156.3,118.6,68.2,58.7
岩手,千厩,-0.9,-0.2,3.2,8.8,14.3,18.3,22.0,23.2,19.3,13.0,6.6,1.4,37.0,31.6,67.8,82.2,98.1,115.8,173.4,149.6,147.2,113.3,61.5,45.9
宮城,駒ノ湯,-2.9,-2.4,0.6,6.3,12.0,15.9,19.7,20.7,17.0,11.2,5.2,-0.2,126.8,96.8,125.8,135.7,164.8,228.2,263.5,253.9,261.6,187.0,137.4,152.9
宮城,気仙沼,0.3,0.7,3.9,8.9,13.8,17.6,21.3,22.9,19.7,14.0,8.0,2.7,44.2,38.7,94.5,106.6,128.2,153.7,193.7,149.7,184.3,148.7,74.3,51.6
宮城,川渡,-0.9,-0.4,2.7,8.5,14.0,18.0,21.6,22.7,18.9,12.8,6.7,1.5,113.4,82.8,105.1,110.2,132.1,161.5,216.6,205.9,183.1,143.6,105.8,128.6
宮城,築館,-0.3,0.4,3.7,9.2,14.9,18.9,22.4,23.6,19.8,13.6,7.2,2.0,42.1,35.1,73.0,87.3,111.9,134.2,185.4,151.6,166.3,131.2,62.9,49.8
宮城,米山,-0.1,0.6,4.0,9.4,15.1,19.0,22.5,23.8,20.1,14.0,7.6,2.2,35.5,29.1,69.9,77.3,93.6,111.2,161.6,120.1,150.6,129.4,58.6,41.4
宮城,志津川,0.7,1.2,4.2,9.2,14.0,17.5,21.4,23.0,19.8,14.2,8.4,3.1,45.3,39.2,88.6,103.3,116.7,130.7,167.3,142.8,184.2,155.3,70.7,54.2
宮城,古川,0.0,0.6,3.8,9.4,15.1,19.0,22.5,23.7,20.0,13.9,7.6,2.4,44.9,35.0,70.4,82.7,102.8,123.3,169.9,139.1,160.4,129.2,62.8,53.1
宮城,大衡,0.2,0.7,3.9,9.4,14.8,18.7,22.2,23.5,19.8,13.8,7.6,2.5,60.5,44.7,79.6,88.4,110.2,135.3,186.2,153.0,181.2,143.9,67.4,65.2
宮城,鹿島台,0.3,0.8,3.9,9.1,14.7,18.7,22.2,23.5,20.0,14.0,7.6,2.5,35.1,29.2,72.2,84.7,95.1,119.4,155.4,129.3,166.7,143.7,62.7,41.0
宮城,石巻,1.0,1.6,4.6,9.6,14.5,18.3,21.9,23.6,20.5,15.0,8.9,3.4,38.8,31.0,72.4,86.1,96.8,110.6,145.7,115.8,151.6,137.9,61.9,42.8
宮城,女川,0.9,1.2,4.9,9.4,14.8,18.0,21.8,23.5,20.3,14.5,8.7,3.1,54.6,38.3,98.6,125.7,119.7,145.2,130.9,142.5,234.1,220.6,57.4,62.3
宮城,新川,-0.8,-0.5,2.6,8.2,13.6,17.4,21.1,22.1,18.4,12.4,6.5,1.5,76.3,60.1,89.0,101.2,115.1,157.5,215.0,215.5,214.7,145.9,85.4,92.7
宮城,塩釜,0.9,1.3,4.4,9.6,14.6,18.3,22.0,23.5,20.3,14.8,8.8,3.4,38.3,31.8,71.2,87.9,101.8,130.0,170.2,130.5,172.1,140.2,60.3,40.6
宮城,仙台,2.0,2.4,5.5,10.7,15.6,19.2,22.9,24.4,21.2,15.7,9.8,4.5,42.3,33.9,74.4,90.2,110.2,143.7,178.4,157.8,192.6,150.6,58.7,44.1
宮城,名取,1.6,2.2,5.4,10.0,15.1,19.0,22.4,24.3,21.1,15.4,9.6,4.2,31.4,23.3,63.0,85.5,96.0,107.6,155.6,128.8,169.1,164.3,55.9,43.2
宮城,白石,1.2,1.7,4.7,10.2,15.5,19.0,22.5,23.7,20.1,14.5,8.6,3.6,50.8,36.6,71.0,96.0,99.3,146.6,188.2,186.0,197.0,146.1,59.7,50.2
宮城,蔵王,0.6,1.1,4.4,9.3,15.1,18.7,22.3,23.8,19.8,14.0,7.9,2.8,46.1,37.1,72.2,101.0,106.0,146.0,183.4,172.6,199.2,162.2,50.4,63.2
宮城,亘理,1.8,2.2,5.2,10.3,15.2,18.7,22.4,23.9,20.6,15.2,9.4,4.3,45.3,33.3,71.7,86.6,104.7,133.1,180.7,154.9,202.6,164.0,58.0,37.3
宮城,丸森,1.3,1.8,4.9,10.3,15.7,19.2,22.8,24.0,20.3,14.4,8.4,3.6,52.9,35.8,73.7,90.9,99.9,126.8,176.0,169.0,210.0,168.0,57.6,38.9
静岡,富士,5.8,6.8,9.9,14.5,18.8,22.0,25.5,27.0,24.0,18.7,13.3,8.2,76.8,95.4,193.4,194.2,195.3,227.1,255.5,187.3,273.3,240.8,138.4,81.7
静岡,三島,5.9,6.8,10.0,14.6,19.0,22.3,26.0,27.3,24.0,18.5,13.2,8.2,73.2,91.6,154.9,152.8,158.7,212.7,223.4,168.5,241.8,215.7,110.7,65.1
静岡,佐久間,3.1,4.3,7.9,13.1,17.9,21.5,25.2,26.3,22.8,16.9,10.6,5.2,71.0,97.6,184.1,193.5,192.0,265.6,339.1,225.9,320.9,223.5,120.8,78.1
静岡,川根本町,3.0,4.2,7.6,12.6,17.1,20.6,24.4,25.2,21.9,16.4,10.4,5.1,97.7,134.8,247.0,260.3,267.6,336.7,431.1,328.3,439.5,292.4,169.8,100.7
静岡,清水,6.7,7.5,10.5,14.9,18.9,22.1,25.7,27.1,24.3,19.3,14.1,9.1,81.8,106.4,209.4,218.2,211.8,264.7,292.5,196.2,278.8,262.4,147.1,83.0
静岡,網代,7.0,7.4,10.1,14.5,18.5,21.4,25.2,26.4,23.3,18.7,14.0,9.6,76.1,82.0,158.0,168.1,172.6,251.5,242.5,186.0,263.9,237.3,108.4,66.3
静岡,静岡,6.9,7.7,10.7,15.2,19.2,22.4,26.1,27.4,24.5,19.4,14.3,9.3,79.6,105.3,207.1,222.2,215.3,268.9,296.6,186.5,280.6,250.3,134.2,80.7
静岡,天竜,5.6,6.4,9.6,14.4,18.7,22.0,25.8,27.0,23.9,18.7,13.1,7.8,61.5,88.7,176.8,202.7,212.8,258.1,281.0,177.2,276.6,206.6,116.3,65.2
静岡,浜松,6.3,6.8,10.3,15.0,19.3,22.6,26.3,27.8,24.9,19.6,14.2,8.8,59.2,76.8,147.1,179.2,191.9,224.5,209.3,126.8,246.1,207.1,112.6,62.7
静岡,菊川牧之原,4.7,5.5,8.7,13.5,17.7,20.9,24.6,25.7,22.7,17.8,12.5,7.1,71.3,96.3,176.5,210.1,207.1,270.4,266.5,181.0,272.8,241.1,126.4,73.2
静岡,静岡空港,5.6,6.7,9.9,13.9,18.5,21.5,25.2,26.6,23.4,18.6,13.4,8.1,56.4,126.6,181.5,240.3,210.5,262.8,292.0,156.3,261.0,264.6,121.1,83.3
静岡,松崎,7.0,7.5,10.3,14.5,18.4,21.7,25.4,26.5,23.5,18.7,13.9,9.3,73.9,97.4,161.1,174.1,182.0,231.6,246.4,153.7,238.9,198.1,131.2,73.8
静岡,稲取,6.9,7.2,10.0,14.2,18.1,21.0,24.8,26.0,23.2,18.7,14.1,9.5,87.1,123.7,208.1,236.8,222.9,298.1,281.8,183.8,249.8,227.1,153.8,84.7
静岡,石廊崎,8.2,8.5,11.0,14.9,18.4,21.1,24.5,26.2,23.9,19.7,15.4,10.8,67.7,92.4,147.5,152.2,176.9,236.8,203.3,124.9,186.4,193.8,126.6,72.7
静岡,御前崎,6.9,7.5,10.5,14.7,18.6,21.5,25.0,26.7,24.4,19.9,14.8,9.4,78.7,105.4,167.5,200.9,213.4,257.0,221.6,146.6,237.5,255.7,134.3,76.2
静岡,磐田,6.2,6.9,10.0,14.5,18.6,21.8,25.4,26.8,24.1,19.1,13.7,8.5,52.0,74.7,133.9,158.7,170.3,222.0,195.9,124.6,217.6,195.0,106.0,59.0
静岡,御殿場,2.7,3.5,6.6,11.5,15.9,19.2,22.9,24.1,20.9,15.6,10.3,5.2,104.6,128.9,253.3,248.4,255.7,297.4,361.4,247.5,372.5,315.2,185.5,104.3
静岡,井川,1.2,1.9,5.1,10.0,14.4,17.9,21.7,22.4,19.2,13.8,8.4,3.5,108.6,133.3,253.0,263.7,276.3,344.0,442.1,318.9,507.4,322.7,183.6,111.2
沖縄,伊是名,16.6,16.7,18.3,20.7,23.4,26.4,28.6,28.6,27.5,25.1,22.0,18.5,99.3,108.2,155.6,157.5,222.1,304.5,153.1,159.6,146.1,140.1,111.8,100.3
沖縄,奥,14.7,14.9,16.5,19.0,21.8,25.0,26.9,26.7,25.6,23.1,20.1,16.5,143.9,159.7,194.6,199.4,281.8,342.8,199.6,230.3,271.5,225.9,189.5,155.2
沖縄,名護,16.5,16.8,18.5,20.9,23.8,26.9,28.9,28.8,27.6,25.0,21.9,18.2,96.8,109.9,140.8,160.8,220.1,291.7,182.6,265.9,238.4,184.7,119.2,109.7
沖縄,北原,17.1,17.8,18.9,21.3,24.3,27.2,29.2,29.1,28.0,25.5,22.7,19.0,108.9,111.6,163.9,174.8,246.1,319.1,170.7,208.2,203.9,147.0,120.4,106.8
沖縄,久米島,17.0,17.3,19.0,21.5,24.2,27.2,29.0,28.9,27.7,25.3,22.4,19.0,138.3,141.2,195.5,196.8,260.3,307.4,154.4,197.7,235.6,152.7,129.6,134.0
沖縄,宮城島,16.7,17.2,18.5,20.5,23.4,26.4,28.3,28.4,27.5,25.1,22.0,18.3,83.4,106.9,118.1,141.2,294.7,293.5,124.3,185.3,172.5,203.0,134.9,98.8
沖縄,渡嘉敷,15.6,15.7,17.2,19.5,22.2,25.1,26.9,26.8,25.8,23.5,20.7,17.4,134.2,129.2,170.3,194.9,269.1,284.8,154.7,208.8,234.6,157.4,120.9,135.8
沖縄,那覇,17.3,17.5,19.1,21.5,24.2,27.2,29.1,29.0,27.9,25.5,22.5,19.0,101.6,114.5,142.8,161.0,245.3,284.4,188.1,240.0,275.2,179.2,119.1,110.0
沖縄,安次嶺,17.5,18.2,19.3,21.6,24.5,27.3,29.3,29.3,28.4,25.9,23.0,19.3,79.7,92.9,107.2,134.5,222.0,292.3,150.6,227.5,177.7,162.3,110.4,98.1
沖縄,糸数,15.5,15.8,17.3,19.7,22.5,25.4,27.2,27.1,26.0,23.6,20.6,17.2,101.6,119.7,141.8,164.4,243.7,289.4,154.3,181.9,218.6,169.1,118.2,126.2
沖縄,北大東,18.5,18.8,19.6,21.6,24.4,27.1,29.1,29.2,28.5,26.5,23.7,20.3,67.1,65.7,70.5,112.6,210.5,206.4,79.4,126.1,145.1,175.8,104.7,105.1
沖縄,南大東,18.0,18.1,19.5,21.6,24.1,26.9,28.7,28.6,27.9,25.9,23.1,19.7,77.0,79.9,84.2,113.6,222.0,199.6,118.0,151.1,167.9,180.5,120.9,124.7
沖縄,旧東,18.3,18.7,19.5,21.5,24.3,27.0,28.8,28.9,28.2,26.3,23.5,20.1,74.1,73.7,69.7,102.7,210.4,206.3,98.7,121.4,150.1,181.0,116.8,120.2
沖縄,下地島,18.4,19.1,20.1,22.4,25.2,27.8,29.1,28.8,27.9,25.8,23.4,20.0,124.5,103.5,110.8,142.2,197.0,192.0,112.5,262.2,224.9,130.5,159.0,120.8
沖縄,宮古島,18.3,18.6,20.1,22.5,25.0,27.7,28.9,28.6,27.6,25.5,23.1,20.0,138.8,119.8,138.7,148.7,222.3,194.7,151.6,257.4,259.3,157.9,139.8,147.2
沖縄,鏡原,17.9,18.7,19.7,22.0,25.0,27.5,28.7,28.4,27.4,25.2,22.9,19.5,150.8,125.4,119.0,141.4,199.4,189.8,142.8,264.8,241.7,137.6,165.5,148.4
沖縄,仲筋,18.7,19.5,20.4,22.8,25.6,28.2,29.5,29.1,28.1,26.0,23.6,20.2,135.1,111.5,111.3,138.7,183.9,177.9,136.1,237.0,246.1,159.8,167.2,132.4
沖縄,伊原間,18.6,19.0,20.5,22.8,25.4,27.8,29.0,28.8,27.7,25.6,23.3,20.2,162.5,129.7,153.3,177.6,212.1,206.7,128.4,226.1,258.0,198.2,161.6,178.4
